,bodyId,type,roi,x,y,z,confidence
280,5813087532,post,SPS(R),17974,12167,26615,0.954977
281,5813087532,post,SPS(R),17578,10708,23064,0.881067
282,5813087532,post,SPS(R),19220,10509,21866,0.884628
283,5813087532,post,SPS(R),16289,11280,24783,0.45186144
284,5813087532,post,SPS(R),18698,10470,22436,0.685233
285,5813087532,post,SPS(R),19364,10534,21889,0.932238
286,5813087532,post,SPS(R),17494,13532,25362,0.951
287,5813087532,post,SPS(R),17044,13150,26130,0.736864
288,5813087532,post,SPS(R),16873,13221,26762,0.977101
289,5813087532,post,SPS(R),16821,13296,26888,0.4806739
290,5813087532,post,SPS(R),16856,13252,26817,0.992983
291,5813087532,post,SPS(R),20294,10642,22025,0.88602
292,5813087532,post,SPS(R),20286,10631,21931,0.52512
293,5813087532,post,IB,21718,11682,20351,0.960008
294,5813087532,post,SPS(R),15382,11094,24911,0.683
295,5813087532,post,SPS(R),16613,10955,24240,0.645386
296,5813087532,post,SPS(R),16527,10906,24171,0.652489
297,5813087532,post,SPS(R),16339,12831,26347,0.937274
298,5813087532,post,SPS(R),25135,11907,24252,0.927042
299,5813087532,post,IB,23890,10970,22034,0.868929
300,5813087532,post,SPS(R),24946,11727,24060,0.928313
301,5813087532,post,SPS(R),25314,12109,24502,0.958919
302,5813087532,post,IB,23850,10972,21993,0.473243
303,5813087532,post,IB,24980,11688,23917,0.810204
304,5813087532,post,SPS(R),25188,11819,24167,0.99774
305,5813087532,post,PLP(R),16803,13527,25674,0.46151692
306,5813087532,post,PLP(R),16850,13517,25579,0.4741361
307,5813087532,post,SPS(R),18140,10391,22430,0.881
308,5813087532,post,SPS(R),16546,10872,23709,0.656
309,5813087532,post,SPS(R),16519,10743,23699,0.787566
310,5813087532,post,SPS(R),16430,10671,23535,0.48512346
311,5813087532,post,SPS(R),15414,10845,24989,0.46767977
312,5813087532,pre,PB,19276,11069,17049,0.989
313,5813087532,pre,PB,18735,11889,18053,0.946
314,5813087532,pre,PB,18865,11191,18073,0.985
315,5813087532,pre,PB,18828,11065,18019,0.918
316,5813087532,post,IB,25058,11705,23161,0.867237
317,5813087532,post,SPS(R),16145,12991,26506,0.942311
318,5813087532,post,SPS(R),16099,12913,26439,0.9913
319,5813087532,post,SPS(R),19380,10442,21859,0.921608
320,5813087532,post,SPS(R),19548,10522,21861,0.6151
321,5813087532,post,SPS(R),19469,10423,21864,0.441
322,5813087532,post,SPS(R),16681,10690,23419,0.884348
323,5813087532,post,IB,23023,11023,21964,0.48237282
324,5813087532,post,SPS(R),19800,10638,21639,0.620572
325,5813087532,post,IB,23671,11143,23148,0.4796841
326,5813087532,post,SPS(R),19761,10508,21656,0.990604
327,5813087532,post,IB,22949,10986,21950,0.4790029
328,5813087532,post,SPS(R),19607,10423,21706,0.974
329,5813087532,post,SPS(R),19661,10424,21704,0.953545
330,5813087532,post,,21850,11293,19994,0.46486706
331,5813087532,post,SPS(R),19014,10414,22205,0.78215
332,5813087532,post,SPS(R),15924,10582,23240,0.4625051
333,5813087532,post,,21796,11269,20008,0.536312
334,5813087532,post,SPS(R),16623,10592,23250,0.323
335,5813087532,post,SPS(R),18877,10467,22166,0.800077
336,5813087532,post,SPS(R),18793,10487,22220,0.46928525
337,5813087532,post,IB,21758,12100,19432,0.901627
338,5813087532,post,IB,21316,12308,19432,0.885393
339,5813087532,post,IB,22580,12162,19361,0.972425
340,5813087532,post,IB,22096,11991,19431,0.988026
341,5813087532,pre,PB,18670,12132,18230,0.845
342,5813087532,pre,PB,19444,11556,18076,0.902
343,5813087532,pre,PB,18833,11929,18040,0.824
344,5813087532,pre,PB,19156,11986,18027,0.932
345,5813087532,pre,PB,19057,11874,17848,0.974
346,5813087532,pre,PB,19180,12011,17959,0.925
347,5813087532,pre,PB,18801,11927,17936,0.922
348,5813087532,pre,PB,19194,11854,17943,0.914
349,5813087532,pre,PB,18568,11860,17768,0.955
350,5813087532,pre,PB,18788,12345,18282,0.887
351,5813087532,pre,PB,18807,11199,18045,0.685
352,5813087532,pre,PB,19248,11494,17665,0.904
353,5813087532,pre,PB,18861,11998,18173,0.923
354,5813087532,pre,PB,18893,11305,18153,0.93
355,5813087532,pre,PB,19168,11102,16384,0.916
356,5813087532,pre,PB,18967,11088,16261,0.855
357,5813087532,pre,PB,19446,11172,16563,0.89
358,5813087532,pre,PB,19445,11113,16639,0.896
359,5813087532,pre,PB,19398,11120,16500,0.925
360,5813087532,pre,PB,19425,11151,16691,0.973
361,5813087532,pre,PB,19329,11261,16999,0.988
362,5813087532,pre,PB,19335,11188,16310,0.833
363,5813087532,post,IB,23913,10992,21936,0.842574
364,5813087532,post,IB,23154,11148,22063,0.927617
365,5813087532,post,SPS(R),18706,10432,22545,0.767834
366,5813087532,post,IB,22770,11359,22447,0.693
367,5813087532,post,SPS(R),19955,10624,21688,0.46431434
368,5813087532,post,SPS(R),17786,12845,26873,0.45439094
369,5813087532,post,SPS(R),17781,10675,23016,0.4710093
370,5813087532,post,IB,21229,10885,21290,0.977209
371,5813087532,post,IB,23025,10734,21863,0.47474027
372,5813087532,post,IB,21671,11545,20312,0.465212
373,5813087532,post,IB,21387,10975,21204,0.827127
374,5813087532,post,IB,21650,11797,19972,0.907308
375,5813087532,post,IB,21320,12125,19743,0.966
376,5813087532,post,SPS(R),16960,12909,26149,0.768528
377,5813087532,post,SPS(R),16956,12873,26118,0.937239
378,5813087532,post,SPS(R),16848,13514,26690,0.547808
379,5813087532,post,SPS(R),16665,10689,23300,0.51618
380,5813087532,post,SPS(R),16726,10475,23170,0.954
381,5813087532,post,IB,21503,10946,20839,0.886
382,5813087532,post,IB,20608,13475,18190,0.695802
383,5813087532,post,SPS(R),17131,13620,24751,0.46142268
384,5813087532,post,SPS(R),17180,13789,24800,0.990432
385,5813087532,post,IB,21385,14187,18366,0.695547
386,5813087532,post,IB,21448,14030,18375,0.47894263
387,5813087532,post,IB,20081,11071,21470,0.615646
388,5813087532,post,SPS(R),19934,10574,22078,0.533535
389,5813087532,post,IB,23037,10901,22024,0.76512
390,5813087532,post,SPS(R),19960,10535,22013,0.706526
391,5813087532,post,IB,22337,11577,20799,0.725733
392,5813087532,post,IB,22338,11581,20799,0.48560187
393,5813087532,post,IB,21328,12163,19740,0.965
394,5813087532,post,SPS(R),17213,13552,24976,0.45595968
395,5813087532,post,SPS(R),17214,13561,24997,0.48146915
396,5813087532,post,IB,23879,12229,19623,0.315478
397,5813087532,post,IB,21860,11714,20352,0.400604
398,5813087532,post,IB,22792,11222,22136,0.561475
399,5813087532,post,SPS(R),20448,10662,21702,0.647174
400,5813087532,post,IB,23805,12155,19728,0.779703
401,5813087532,post,SPS(R),20619,10635,21553,0.378395
402,5813087532,post,IB,24189,12519,19313,0.944256
403,5813087532,post,IB,22845,11171,22108,0.819728
404,5813087532,post,SPS(R),17309,13559,25054,0.706813
405,5813087532,post,SPS(R),17378,13232,25842,0.933109
406,5813087532,post,SPS(R),19672,10575,22334,0.954797
407,5813087532,post,IB,22994,10904,22100,0.593765
408,5813087532,post,SPS(R),19940,10609,21725,0.45869535
409,5813087532,post,IB,22967,10877,22218,0.553095
410,5813087532,post,SPS(R),18582,10556,22608,0.4900371
411,5813087532,post,IB,21351,10977,21056,0.498506
412,5813087532,post,IB,21339,10997,21044,0.67281
413,5813087532,post,SPS(R),16805,13382,25691,0.993394
414,5813087532,post,SPS(R),16869,13317,25737,0.779
415,5813087532,post,IB,23387,11340,23125,0.879582
416,5813087532,post,SPS(R),16870,13316,25738,0.617525
417,5813087532,post,SPS(R),17861,10636,22917,0.77
418,5813087532,post,IB,23421,11351,23082,0.45956308
419,5813087532,post,SPS(R),17802,12610,26872,0.917065
420,5813087532,post,SPS(R),17568,13086,26715,0.974848
421,5813087532,post,SPS(R),17569,13094,26713,0.954
422,5813087532,post,SPS(R),17385,13559,25201,0.611341
423,5813087532,post,IB,21423,10925,20940,0.875
424,5813087532,post,SPS(R),19236,10477,22220,0.747401
425,5813087532,post,SPS(R),19207,10533,22271,0.844368
426,5813087532,post,IB,22327,11008,21411,0.834419
427,5813087532,post,IB,19845,13320,18098,0.583013
428,5813087532,post,IB,21434,12001,19631,0.995468
429,5813087532,post,IB,21276,12134,19551,0.978412
430,5813087532,post,SPS(R),24498,11680,24546,0.748971
431,5813087532,post,SPS(R),24566,11405,24048,0.995346
432,5813087532,post,SPS(R),24616,11726,24621,0.994111
433,5813087532,post,SPS(R),24202,11876,24867,0.979547
434,5813087532,post,IB,22173,11785,20404,0.834219
435,5813087532,post,IB,22045,11751,20632,0.47938737
436,5813087532,post,SPS(R),19127,10844,22239,0.975556
437,5813087532,post,SPS(R),17528,13007,26713,0.378456
438,5813087532,post,SPS(R),17483,12970,26664,0.4614637
439,5813087532,post,SPS(R),19855,10712,21654,0.679808
440,5813087532,post,SPS(R),20598,10619,21630,0.954428
441,5813087532,post,SPS(R),20146,10313,21823,0.640371
442,5813087532,post,IB,22166,11374,20833,0.919195
443,5813087532,post,IB,22167,11372,20832,0.47240388
444,5813087532,post,IB,22848,10941,21912,0.907547
445,5813087532,post,SPS(R),20021,10952,21499,0.462869
446,5813087532,post,SPS(R),19269,10572,22223,0.354045
447,5813087532,post,SPS(R),20015,10915,21512,0.910763
448,5813087532,post,SPS(R),17240,13775,24936,0.78225
449,5813087532,post,IB,21363,10851,21055,0.887527
450,5813087532,post,SPS(R),17243,13692,24988,0.4884114
451,5813087532,post,SPS(R),19638,10475,22440,0.517224
452,5813087532,post,IB,21783,11997,19665,0.874205
453,5813087532,post,SPS(R),16581,10788,23782,0.4673
454,5813087532,post,IB,22079,11493,20656,0.938288
455,5813087532,post,SPS(R),16388,11202,24570,0.933639
456,5813087532,post,IB,24967,11847,23285,0.677839
457,5813087532,post,IB,24929,11827,23287,0.432081
458,5813087532,post,IB,21535,11634,20241,0.45131272
459,5813087532,post,IB,20259,13285,18154,0.82191
460,5813087532,post,IB,21669,11606,20297,0.964
461,5813087532,post,IB,22513,11538,20174,0.954701
462,5813087532,post,IB,21750,13364,18546,0.66845
463,5813087532,post,IB,21716,13380,18557,0.768763
464,5813087532,post,IB,19565,13490,17969,0.774256
465,5813087532,post,IB,19392,13479,17945,0.488722
466,5813087532,post,IB,19479,13583,17844,0.47767752
467,5813087532,post,IB,19440,13492,17916,0.789869
468,5813087532,post,IB,22636,11513,22553,0.45183623
469,5813087532,post,IB,22196,13290,18707,0.751534
470,5813087532,post,IB,21796,13219,18613,0.952571
471,5813087532,post,IB,22177,11338,20986,0.4648133
472,5813087532,post,PB,19633,11882,18488,0.90658
473,5813087532,pre,PB,19556,11700,18349,0.921
474,5813087532,pre,PB,18821,12262,18295,0.918
475,5813087532,pre,PB,18824,12157,18235,0.843
476,5813087532,pre,PB,18871,12071,18265,0.911
477,5813087532,pre,PB,18880,11838,17958,0.849
478,5813087532,pre,PB,18801,12316,18416,0.906
479,5813087532,pre,PB,18681,12429,18361,0.903
480,5813087532,pre,PB,18632,12436,18368,0.881
481,5813087532,pre,PB,18661,12292,18163,0.846
482,5813087532,post,PB,19242,11952,18064,0.349682
483,5813087532,pre,PB,18917,12046,18336,0.687
484,5813087532,pre,PB,18787,12210,18161,0.865
485,5813087532,pre,PB,18816,11988,18284,0.947
486,5813087532,post,PB,18781,11958,18160,0.378
487,5813087532,pre,PB,18722,11868,18104,0.957
488,5813087532,post,PB,18743,11896,17991,0.946832
489,5813087532,pre,PB,19512,11673,18283,0.854
490,5813087532,pre,PB,19513,11491,18185,0.883
491,5813087532,pre,PB,19531,11697,18133,0.907
492,5813087532,pre,PB,18928,11328,18075,0.948
493,5813087532,post,PB,18461,11885,17846,0.729079
494,5813087532,post,PB,18584,12021,17773,0.46718717
495,5813087532,pre,PB,19493,11461,17833,0.988
496,5813087532,pre,PB,19564,11530,17815,0.871
497,5813087532,pre,PB,19287,11459,17699,0.943
498,5813087532,post,PB,18481,11783,17720,0.859
499,5813087532,post,PB,19418,11256,17795,0.713151
500,5813087532,pre,PB,19513,11271,17639,0.975
501,5813087532,post,PB,19424,11228,17666,0.877548
502,5813087532,pre,PB,18857,11287,17843,0.938
503,5813087532,pre,PB,18909,11203,17542,0.865
504,5813087532,pre,PB,18874,11091,17490,0.97
505,5813087532,post,SPS(R),19906,10557,21816,0.478
506,5813087532,post,SPS(R),24994,11806,24194,0.988231
507,5813087532,post,SPS(R),24974,11773,24173,0.845958
508,5813087532,post,IB,22834,10970,22431,0.780808
509,5813087532,post,IB,22853,11045,22436,0.594363
510,5813087532,post,PB,18679,11076,17749,0.922439
511,5813087532,post,PB,18898,11268,17587,0.980154
512,5813087532,post,PB,19105,12173,17886,0.465331
513,5813087532,post,PB,18765,12146,18490,0.47943163
514,5813087532,post,PB,19123,12146,17875,0.871406
515,5813087532,post,PB,19594,11376,17918,0.957
516,5813087532,post,PB,18772,12236,18445,0.931851
517,5813087532,post,PB,18748,11185,17608,0.984802
518,5813087532,post,PB,19569,11724,18029,0.534467
519,5813087532,post,PB,18641,12003,18029,0.46911556
520,5813087532,post,PB,19516,11423,17564,0.986387
521,5813087532,post,PB,18927,11313,18162,0.728
522,5813087532,post,PB,18900,10962,17956,0.643518
523,5813087532,post,PB,18896,10971,18084,0.955811
524,5813087532,post,PB,18723,11974,18156,0.505487
525,5813087532,post,PB,19025,11873,17981,0.343023
526,5813087532,post,PB,19721,11571,17767,0.46721017
527,5813087532,post,PB,19228,11930,17839,0.47946095
528,5813087532,post,PB,18682,11694,17689,0.97346
529,5813087532,post,PB,18641,11772,17801,0.672494
530,5813087532,post,IB,20085,11081,21463,0.929825
531,5813087532,pre,PB,19212,11075,16430,0.974
532,5813087532,post,PB,19062,11122,16313,0.993
533,5813087532,post,PB,19447,11308,17648,0.658
534,5813087532,post,IB,20976,13022,18500,0.46931177
535,5813087532,post,IB,20921,13032,18480,0.882001
536,5813087532,post,IB,20838,13073,18452,0.998847
537,5813087532,post,PB,19187,11343,16861,0.46113524
538,5813087532,post,PB,19154,11328,16825,0.948
539,5813087532,post,PB,19391,11209,16546,0.846652
540,5813087532,post,PB,19109,11162,16454,0.972804
541,5813087532,post,PB,19131,11179,16191,0.894767
542,5813087532,post,IB,21858,13435,18591,0.489233
543,5813087532,post,IB,21928,13344,18624,0.768112
544,5813087532,post,IB,21390,12979,18847,0.47106004
545,5813087532,post,IB,21976,13321,18664,0.940458
546,5813087532,post,IB,23293,11846,19841,0.905152
547,5813087532,post,IB,22721,11700,19942,0.4800133
548,5813087532,post,IB,22587,11697,19966,0.56074
549,5813087532,post,IB,21602,12173,19535,0.85511
550,5813087532,post,IB,22721,11721,19949,0.280781
551,5813087532,post,IB,22671,12174,19330,0.47831184
552,5813087532,post,IB,22235,13260,18722,0.697166
